Drug1,Drug2,Cell_line,Loewe
DB00317,DB01033,ACH-000090,-0.18
DB00317,DB01033,ACH-000147,2.96
DB00317,DB01033,ACH-000148,-15.15
DB00317,DB01033,ACH-000232,-7.76
DB00317,DB01033,ACH-000273,-18.22
DB00317,DB01033,ACH-000288,-12.09
DB00317,DB01033,ACH-000343,-10.41
DB00317,DB01033,ACH-000367,-5.93
DB00317,DB01033,ACH-000425,-10.5
DB00317,DB01033,ACH-000428,10.56
DB00317,DB01033,ACH-000433,-18.65
DB00317,DB01033,ACH-000463,6.73
DB00317,DB01033,ACH-000477,-8.22
DB00317,DB01033,ACH-000504,-15.24
DB00317,DB01033,ACH-000551,-9.34
DB00317,DB01033,ACH-000552,-1.09
DB00317,DB01033,ACH-000555,2.08
DB00317,DB01033,ACH-000579,-11.19
DB00317,DB01033,ACH-000615,-6.58
DB00317,DB01033,ACH-000617,-9.79
DB00317,DB01033,ACH-000649,-26.17
DB00317,DB01033,ACH-000651,-2.32
DB00317,DB01033,ACH-000655,-18.71
DB00317,DB01033,ACH-000681,-1.8
DB00317,DB01033,ACH-000696,-13.49
DB00317,DB01033,ACH-000706,1.54
DB00317,DB01033,ACH-000730,0.66
DB00317,DB01033,ACH-000750,-22.76
DB00317,DB01033,ACH-000768,-25.74
DB00317,DB01033,ACH-000811,-10.99
DB00317,DB01033,ACH-000825,-16.94
DB00317,DB01033,ACH-000849,-19.05
DB00317,DB01033,ACH-000861,-15.77
DB00317,DB01033,ACH-000900,-6.89
DB00317,DB01033,ACH-000966,-3.81
DB00317,DB01033,ACH-000969,10.35
DB00317,DB01033,ACH-000971,-26.17
DB00317,DB01033,ACH-000997,-1.87
DB00317,DB01033,ACH-001151,-3.06
DB00317,DB01033,ACH-001190,0.14
DB00317,DB01041,ACH-000001,-11.98
DB00317,DB01041,ACH-000002,-0.57
DB00317,DB01041,ACH-000019,0.13
DB00317,DB01041,ACH-000046,-16.29
DB00317,DB01041,ACH-000090,-6.03
DB00317,DB01041,ACH-000147,-5.18
DB00317,DB01041,ACH-000148,-2.92
DB00317,DB01041,ACH-000232,-3.64
DB00317,DB01041,ACH-000273,-2.17
DB00317,DB01041,ACH-000288,-8.48
DB00317,DB01041,ACH-000367,-6.49
DB00317,DB01041,ACH-000376,-3.91
DB00317,DB01041,ACH-000425,-10.06
DB00317,DB01041,ACH-000428,-10.14
DB00317,DB01041,ACH-000433,-20.39
DB00317,DB01041,ACH-000463,-7.85
DB00317,DB01041,ACH-000477,-0.18
DB00317,DB01041,ACH-000504,-10.37
DB00317,DB01041,ACH-000551,-9.29
DB00317,DB01041,ACH-000552,-11.45
DB00317,DB01041,ACH-000555,-9.25
DB00317,DB01041,ACH-000579,-6.03
DB00317,DB01041,ACH-000615,1.53
DB00317,DB01041,ACH-000617,-2.31
DB00317,DB01041,ACH-000649,-9.92
DB00317,DB01041,ACH-000651,1.14
DB00317,DB01041,ACH-000655,0.62
DB00317,DB01041,ACH-000696,-11.4
DB00317,DB01041,ACH-000706,-7.06
DB00317,DB01041,ACH-000730,-13.18
DB00317,DB01041,ACH-000750,-1.99
DB00317,DB01041,ACH-000768,-2.63
DB00317,DB01041,ACH-000811,-15.07
DB00317,DB01041,ACH-000825,-10.79
DB00317,DB01041,ACH-000849,-6.3
DB00317,DB01041,ACH-000861,0.42
DB00317,DB01041,ACH-000900,-6.36
DB00317,DB01041,ACH-000969,-15.2
DB00317,DB01041,ACH-000971,-17.11
DB00317,DB01041,ACH-000997,-16.28
DB00317,DB01041,ACH-001151,-14.42
DB00317,DB01041,ACH-001190,-7.98
DB00317,DB01143,ACH-000001,-33.04
DB00317,DB01143,ACH-000002,-12.08
DB00317,DB01143,ACH-000019,-28.8
DB00317,DB01143,ACH-000046,-47.85
DB00317,DB01143,ACH-000090,-14.69
DB00317,DB01143,ACH-000147,-11.76
DB00317,DB01143,ACH-000148,-7.39
DB00317,DB01143,ACH-000232,-12.05
DB00317,DB01143,ACH-000273,-7.29
DB00317,DB01143,ACH-000288,-29.79
DB00317,DB01143,ACH-000343,-29.48
DB00317,DB01143,ACH-000367,-28.05
DB00317,DB01143,ACH-000376,0.59
DB00317,DB01143,ACH-000425,-20
DB00317,DB01143,ACH-000428,-20.74
DB00317,DB01143,ACH-000433,-31.85
DB00317,DB01143,ACH-000477,-51.88
DB00317,DB01143,ACH-000504,-21.31
DB00317,DB01143,ACH-000551,-25.5
DB00317,DB01143,ACH-000552,-26.33
DB00317,DB01143,ACH-000555,-21.42
DB00317,DB01143,ACH-000579,-14.45
DB00317,DB01143,ACH-000615,-8.9
DB00317,DB01143,ACH-000617,-22.94
DB00317,DB01143,ACH-000649,-22.49
DB00317,DB01143,ACH-000651,4.27
DB00317,DB01143,ACH-000655,-2.73
DB00317,DB01143,ACH-000681,-19.62
DB00317,DB01143,ACH-000696,-41.23
DB00317,DB01143,ACH-000706,-19.08
DB00317,DB01143,ACH-000730,-26.42
DB00317,DB01143,ACH-000750,-6.69
DB00317,DB01143,ACH-000768,-47.53
DB00317,DB01143,ACH-000811,-43.19
DB00317,DB01143,ACH-000825,-23.92
DB00317,DB01143,ACH-000849,-23.37
DB00317,DB01143,ACH-000900,-10.11
DB00317,DB01143,ACH-000971,-10.42
DB00317,DB01143,ACH-000997,-44.5
DB00317,DB01143,ACH-001151,-41.89
DB00317,DB01143,ACH-001190,-27.31
DB00317,DB01177,ACH-000001,-18.03
DB00317,DB01177,ACH-000019,-14.1
DB00317,DB01177,ACH-000046,7.29
DB00317,DB01177,ACH-000090,-7.63
DB00317,DB01177,ACH-000148,-13.93
DB00317,DB01177,ACH-000232,-9.07
DB00317,DB01177,ACH-000343,-13.39
DB00317,DB01177,ACH-000376,-6.46
DB00317,DB01177,ACH-000425,-22.44
DB00317,DB01177,ACH-000428,11.79
DB00317,DB01177,ACH-000433,6.46
DB00317,DB01177,ACH-000504,-7.16
DB00317,DB01177,ACH-000551,-22.78
DB00317,DB01177,ACH-000552,-24.28
DB00317,DB01177,ACH-000555,9.24
DB00317,DB01177,ACH-000579,-24.12
DB00317,DB01177,ACH-000615,-21.75
DB00317,DB01177,ACH-000617,-8.88
DB00317,DB01177,ACH-000649,-1.46
DB00317,DB01177,ACH-000651,-23.21
DB00317,DB01177,ACH-000681,-1.77
DB00317,DB01177,ACH-000750,-22.07
DB00317,DB01177,ACH-000768,-16.62
DB00317,DB01177,ACH-000811,-7.76
DB00317,DB01177,ACH-000825,-10.43
DB00317,DB01177,ACH-000900,-18.36
DB00317,DB01177,ACH-000966,-6.37
DB00317,DB01177,ACH-000969,-19.73
DB00317,DB01177,ACH-000971,-23.66
DB00317,DB01177,ACH-001151,9.2
DB00317,DB01177,ACH-001190,-31.77
DB00317,DB01181,ACH-000001,-22.66
DB00317,DB01181,ACH-000002,-18.5
DB00317,DB01181,ACH-000019,-18.73
DB00317,DB01181,ACH-000046,-28.37
DB00317,DB01181,ACH-000090,-23.46
DB00317,DB01181,ACH-000147,-21.39
DB00317,DB01181,ACH-000148,-10.43
DB00317,DB01181,ACH-000232,-6.87
DB00317,DB01181,ACH-000273,-7.67
DB00317,DB01181,ACH-000288,-38.65
DB00317,DB01181,ACH-000343,-20.16
DB00317,DB01181,ACH-000367,-34.94
DB00317,DB01181,ACH-000425,-35.36
DB00317,DB01181,ACH-000428,-19.21
DB00317,DB01181,ACH-000433,-41.99
DB00317,DB01181,ACH-000463,-25.59
DB00317,DB01181,ACH-000477,-27.77
DB00317,DB01181,ACH-000504,-27.16
DB00317,DB01181,ACH-000551,-13.92
DB00317,DB01181,ACH-000552,-18.81
DB00317,DB01181,ACH-000555,-15.6
DB00317,DB01181,ACH-000579,-17.93
DB00317,DB01181,ACH-000615,-8.84
DB00317,DB01181,ACH-000617,-22.82
DB00317,DB01181,ACH-000649,-20.23
DB00317,DB01181,ACH-000651,0.38
DB00317,DB01181,ACH-000655,-16.9
DB00317,DB01181,ACH-000681,-13.15
DB00317,DB01181,ACH-000696,-33.13
DB00317,DB01181,ACH-000706,-16.22
DB00317,DB01181,ACH-000730,-37.8
DB00317,DB01181,ACH-000750,2.92
DB00317,DB01181,ACH-000768,-15.53
DB00317,DB01181,ACH-000811,-33.99
DB00317,DB01181,ACH-000825,-17.82
DB00317,DB01181,ACH-000849,-22.33
DB00317,DB01181,ACH-000861,-12.43
DB00317,DB01181,ACH-000900,-19.95
DB00317,DB01181,ACH-000966,-14.41
DB00317,DB01181,ACH-000969,-23.57
DB00317,DB01181,ACH-000971,-10.94
DB00317,DB01181,ACH-000997,-23.91
DB00317,DB01181,ACH-001151,-26.6
DB00317,DB01181,ACH-001190,-12.01
DB00317,DB01204,ACH-000001,9.41
DB00317,DB01204,ACH-000002,19
DB00317,DB01204,ACH-000019,10.75
DB00317,DB01204,ACH-000046,14.96
DB00317,DB01204,ACH-000090,19.29
DB00317,DB01204,ACH-000147,9.99
DB00317,DB01204,ACH-000148,4.25
DB00317,DB01204,ACH-000232,6.91
DB00317,DB01204,ACH-000273,15.62
DB00317,DB01204,ACH-000288,8.86
DB00317,DB01204,ACH-000343,3.42
DB00317,DB01204,ACH-000367,10.54
DB00317,DB01204,ACH-000376,-8.13
DB00317,DB01204,ACH-000425,10.72
DB00317,DB01204,ACH-000428,13.97
DB00317,DB01204,ACH-000433,3.83
DB00317,DB01204,ACH-000463,12.77
DB00317,DB01204,ACH-000477,-0.02
DB00317,DB01204,ACH-000504,9.55
DB00317,DB01204,ACH-000551,9.97
DB00317,DB01204,ACH-000552,3.52
DB00317,DB01204,ACH-000555,10.19
DB00317,DB01204,ACH-000579,-1.69
DB00317,DB01204,ACH-000615,0.19
DB00317,DB01204,ACH-000617,11.01
DB00317,DB01204,ACH-000649,9.98
DB00317,DB01204,ACH-000651,0.86
DB00317,DB01204,ACH-000655,12.95
DB00317,DB01204,ACH-000681,5.68
DB00317,DB01204,ACH-000696,6.9
DB00317,DB01204,ACH-000706,21.39
DB00317,DB01204,ACH-000730,16.44
DB00317,DB01204,ACH-000768,9.22
DB00317,DB01204,ACH-000811,7.74
DB00317,DB01204,ACH-000825,9.78
DB00317,DB01204,ACH-000849,8.79
DB00317,DB01204,ACH-000861,11.48
DB00317,DB01204,ACH-000900,8
DB00317,DB01204,ACH-000966,15
DB00317,DB01204,ACH-000969,23.06
DB00317,DB01204,ACH-000971,-3.5
DB00317,DB01204,ACH-000997,5.53
DB00317,DB01204,ACH-001151,9.29
DB00317,DB01204,ACH-001190,8.41
DB00317,DB01206,ACH-000001,-8.36
DB00317,DB01206,ACH-000002,-12.64
DB00317,DB01206,ACH-000019,-3.01
DB00317,DB01206,ACH-000046,-15.15
DB00317,DB01206,ACH-000090,2.52
DB00317,DB01206,ACH-000147,-1.59
DB00317,DB01206,ACH-000148,-0.1
DB00317,DB01206,ACH-000232,1.19
DB00317,DB01206,ACH-000273,5.79
DB00317,DB01206,ACH-000288,-14.74
DB00317,DB01206,ACH-000343,-5.08
DB00317,DB01206,ACH-000367,-9.94
DB00317,DB01206,ACH-000376,0.32
DB00317,DB01206,ACH-000425,7.81
DB00317,DB01206,ACH-000428,1.73
DB00317,DB01206,ACH-000433,-0.47
DB00317,DB01206,ACH-000463,-14.86
DB00317,DB01206,ACH-000477,-23.9
DB00317,DB01206,ACH-000504,-7.56
DB00317,DB01206,ACH-000551,-3.07
DB00317,DB01206,ACH-000552,-9.84
DB00317,DB01206,ACH-000555,-6.4
DB00317,DB01206,ACH-000579,6.65
DB00317,DB01206,ACH-000615,-8.69
DB00317,DB01206,ACH-000617,-8.22
DB00317,DB01206,ACH-000649,3.38
DB00317,DB01206,ACH-000651,-6.83
DB00317,DB01206,ACH-000655,2.61
DB00317,DB01206,ACH-000681,-3.08
DB00317,DB01206,ACH-000696,-14.79
DB00317,DB01206,ACH-000706,-3.77
DB00317,DB01206,ACH-000730,-20.37
DB00317,DB01206,ACH-000750,-0.35
DB00317,DB01206,ACH-000768,-10.89
DB00317,DB01206,ACH-000825,1.14
DB00317,DB01206,ACH-000849,3.74
DB00317,DB01206,ACH-000861,-6.19
DB00317,DB01206,ACH-000900,-0.71
DB00317,DB01206,ACH-000966,13.13
DB00317,DB01206,ACH-000969,-1.95
DB00317,DB01206,ACH-000971,-4.49
DB00317,DB01206,ACH-000997,-11.71
DB00317,DB01206,ACH-001151,-21.9
DB00317,DB01206,ACH-001190,-5.61
DB00317,DB01217,ACH-000001,-0.48
DB00317,DB01217,ACH-000002,3.21
DB00317,DB01217,ACH-000019,0.25
DB00317,DB01217,ACH-000046,1.72
DB00317,DB01217,ACH-000090,0.32
DB00317,DB01217,ACH-000147,1.18
DB00317,DB01217,ACH-000148,-5.92
DB00317,DB01217,ACH-000273,-3.46
DB00317,DB01217,ACH-000288,0.39
DB00317,DB01217,ACH-000343,0.19
DB00317,DB01217,ACH-000367,1.62
DB00317,DB01217,ACH-000376,-0.44
DB00317,DB01217,ACH-000425,0.78
DB00317,DB01217,ACH-000428,-2.52
DB00317,DB01217,ACH-000433,-2.16
DB00317,DB01217,ACH-000463,4.32
DB00317,DB01217,ACH-000477,0.14
DB00317,DB01217,ACH-000504,1.85
DB00317,DB01217,ACH-000551,4.66
DB00317,DB01217,ACH-000552,3.24
DB00317,DB01217,ACH-000555,-1.17
DB00317,DB01217,ACH-000579,3.25
DB00317,DB01217,ACH-000615,-2.48
DB00317,DB01217,ACH-000617,-1.38
DB00317,DB01217,ACH-000649,8.47
DB00317,DB01217,ACH-000651,-3.68
DB00317,DB01217,ACH-000655,0.92
DB00317,DB01217,ACH-000696,-0.52
DB00317,DB01217,ACH-000706,-0.28
DB00317,DB01217,ACH-000730,-1.73
DB00317,DB01217,ACH-000750,-1.98
DB00317,DB01217,ACH-000768,1.4
DB00317,DB01217,ACH-000811,-5.58
DB00317,DB01217,ACH-000825,-0.95
DB00317,DB01217,ACH-000849,-2.64
DB00317,DB01217,ACH-000861,-1.96
DB00317,DB01217,ACH-000969,4.19
DB00317,DB01217,ACH-000971,3.55
DB00317,DB01217,ACH-000997,-1.94
DB00317,DB01217,ACH-001151,-0.45
DB00317,DB01217,ACH-001190,-4.01
DB00317,DB01229,ACH-000001,1.44
DB00317,DB01229,ACH-000002,-10.39
DB00317,DB01229,ACH-000019,2.05
DB00317,DB01229,ACH-000046,3.37
DB00317,DB01229,ACH-000090,-0.59
DB00317,DB01229,ACH-000147,8.42
DB00317,DB01229,ACH-000148,-31.97
DB00317,DB01229,ACH-000232,5.29
DB00317,DB01229,ACH-000273,4.52
DB00317,DB01229,ACH-000288,-1.85
DB00317,DB01229,ACH-000343,-5.65
DB00317,DB01229,ACH-000367,8.17
DB00317,DB01229,ACH-000376,9.13
DB00317,DB01229,ACH-000425,0.68
DB00317,DB01229,ACH-000428,4.17
DB00317,DB01229,ACH-000433,-4.51
DB00317,DB01229,ACH-000463,1.41
DB00317,DB01229,ACH-000477,-1.01
DB00317,DB01229,ACH-000504,10.96
DB00317,DB01229,ACH-000551,-13.19
DB00317,DB01229,ACH-000552,-13.17
DB00317,DB01229,ACH-000555,8.31
DB00317,DB01229,ACH-000579,-5.17
DB00317,DB01229,ACH-000615,-14
DB00317,DB01229,ACH-000617,6.24
DB00317,DB01229,ACH-000649,5.85
DB00317,DB01229,ACH-000651,14.92
DB00317,DB01229,ACH-000655,4.16
DB00317,DB01229,ACH-000681,0.33
DB00317,DB01229,ACH-000696,8.81
DB00317,DB01229,ACH-000706,6.97
DB00317,DB01229,ACH-000730,0.96
DB00317,DB01229,ACH-000750,-27.26
DB00317,DB01229,ACH-000768,0.17
DB00317,DB01229,ACH-000811,1.06
DB00317,DB01229,ACH-000825,-0.76
DB00317,DB01229,ACH-000849,0.86
DB00317,DB01229,ACH-000861,6.48
DB00317,DB01229,ACH-000900,6.7
DB00317,DB01229,ACH-000966,9.07
DB00317,DB01229,ACH-000969,12.26
DB00317,DB01229,ACH-000971,-33.96
DB00317,DB01229,ACH-000997,7.6
DB00317,DB01229,ACH-001151,6.43
DB00317,DB01229,ACH-001190,-0.01
DB00317,DB01248,ACH-000001,7.32
DB00317,DB01248,ACH-000002,-1.6
DB00317,DB01248,ACH-000019,9.27
DB00317,DB01248,ACH-000046,9.77
DB00317,DB01248,ACH-000090,5.05
DB00317,DB01248,ACH-000147,3.32
DB00317,DB01248,ACH-000148,-15.34
DB00317,DB01248,ACH-000232,4.27
DB00317,DB01248,ACH-000273,5.33
DB00317,DB01248,ACH-000288,7.71
DB00317,DB01248,ACH-000343,-4.2
DB00317,DB01248,ACH-000367,13.59
DB00317,DB01248,ACH-000376,-5.86
DB00317,DB01248,ACH-000425,5.12
DB00317,DB01248,ACH-000428,5.21
DB00317,DB01248,ACH-000433,3.41
DB00317,DB01248,ACH-000463,5.28
DB00317,DB01248,ACH-000477,3.51
DB00317,DB01248,ACH-000504,11.15
DB00317,DB01248,ACH-000551,-5.11
DB00317,DB01248,ACH-000552,-8.06
DB00317,DB01248,ACH-000555,9.16
DB00317,DB01248,ACH-000579,-0.6
DB00317,DB01248,ACH-000615,-11.67
DB00317,DB01248,ACH-000617,5.23
DB00317,DB01248,ACH-000649,6.54
DB00317,DB01248,ACH-000651,-4.52
DB00317,DB01248,ACH-000655,9.32
DB00317,DB01248,ACH-000681,7.84
DB00317,DB01248,ACH-000696,10.59
DB00317,DB01248,ACH-000706,12.36
DB00317,DB01248,ACH-000730,6.96
DB00317,DB01248,ACH-000750,-5.96
DB00317,DB01248,ACH-000768,3.74
DB00317,DB01248,ACH-000811,7.82
DB00317,DB01248,ACH-000825,10.27
DB00317,DB01248,ACH-000849,8.65
DB00317,DB01248,ACH-000861,10.17
DB00317,DB01248,ACH-000900,9.11
DB00317,DB01248,ACH-000966,-0.44
DB00317,DB01248,ACH-000969,6.31
DB00317,DB01248,ACH-000971,-10.78
DB00317,DB01248,ACH-000997,13.66
DB00317,DB01248,ACH-001151,7.91
DB00317,DB01248,ACH-001190,13.4
DB00317,DB01254,ACH-000001,9.51
DB00317,DB01254,ACH-000002,1.08
DB00317,DB01254,ACH-000019,-2.02
DB00317,DB01254,ACH-000046,5.9
DB00317,DB01254,ACH-000090,10.45
DB00317,DB01254,ACH-000147,0.73
DB00317,DB01254,ACH-000148,4.56
DB00317,DB01254,ACH-000232,-1.01
DB00317,DB01254,ACH-000273,2.94
DB00317,DB01254,ACH-000288,6.53
DB00317,DB01254,ACH-000343,6.24
DB00317,DB01254,ACH-000367,6.01
DB00317,DB01254,ACH-000376,2.56
DB00317,DB01254,ACH-000425,5.08
DB00317,DB01254,ACH-000428,7.15
DB00317,DB01254,ACH-000433,1.49
DB00317,DB01254,ACH-000463,2.09
DB00317,DB01254,ACH-000477,-3.73
DB00317,DB01254,ACH-000504,9.19
DB00317,DB01254,ACH-000552,6.04
DB00317,DB01254,ACH-000555,7.55
DB00317,DB01254,ACH-000579,-3.61
DB00317,DB01254,ACH-000615,2.7
DB00317,DB01254,ACH-000617,5.16
DB00317,DB01254,ACH-000649,4.75
DB00317,DB01254,ACH-000651,2.13
DB00317,DB01254,ACH-000655,6.08
DB00317,DB01254,ACH-000681,9.74
DB00317,DB01254,ACH-000696,1.24
DB00317,DB01254,ACH-000706,7.36
DB00317,DB01254,ACH-000730,-7.29
DB00317,DB01254,ACH-000750,-26.23
DB00317,DB01254,ACH-000768,4.3
DB00317,DB01254,ACH-000811,8.29
DB00317,DB01254,ACH-000825,7.46
DB00317,DB01254,ACH-000849,4.04
DB00317,DB01254,ACH-000861,-30.1
DB00317,DB01254,ACH-000900,-1.29
DB00317,DB01254,ACH-000969,-3.2
DB00317,DB01254,ACH-000971,-17.68
DB00317,DB01254,ACH-000997,6.07
DB00317,DB01254,ACH-001151,7.07
DB00317,DB01254,ACH-001190,-0.06
DB00317,DB01259,ACH-000001,-2.34
DB00317,DB01259,ACH-000002,2.62
DB00317,DB01259,ACH-000019,1.7
DB00317,DB01259,ACH-000046,-2
DB00317,DB01259,ACH-000090,-5.2
DB00317,DB01259,ACH-000147,0.37
DB00317,DB01259,ACH-000148,-2.96
DB00317,DB01259,ACH-000232,-0.46
DB00317,DB01259,ACH-000273,1.63
DB00317,DB01259,ACH-000288,-1.17
DB00317,DB01259,ACH-000343,-0.69
DB00317,DB01259,ACH-000367,1.35
DB00317,DB01259,ACH-000376,3.43
DB00317,DB01259,ACH-000425,2.09
DB00317,DB01259,ACH-000428,-3.23
DB00317,DB01259,ACH-000433,4
DB00317,DB01259,ACH-000463,-6.25
DB00317,DB01259,ACH-000477,-7.78
DB00317,DB01259,ACH-000504,3.97
DB00317,DB01259,ACH-000551,0.93
DB00317,DB01259,ACH-000552,3.03
DB00317,DB01259,ACH-000555,-4.17
DB00317,DB01259,ACH-000579,3.45
DB00317,DB01259,ACH-000617,0.24
DB00317,DB01259,ACH-000649,1.51
DB00317,DB01259,ACH-000655,-1.99
DB00317,DB01259,ACH-000696,0.65
DB00317,DB01259,ACH-000706,0.99
DB00317,DB01259,ACH-000730,0.19
DB00317,DB01259,ACH-000750,-4.7
DB00317,DB01259,ACH-000768,-1.2
DB00317,DB01259,ACH-000811,-4.5
DB00317,DB01259,ACH-000825,-2.05
DB00317,DB01259,ACH-000849,1.07
DB00317,DB01259,ACH-000861,-0.07
DB00317,DB01259,ACH-000900,-3.02
DB00317,DB01259,ACH-000966,-10.9
DB00317,DB01259,ACH-000969,-1.19
DB00317,DB01259,ACH-000971,-3.98
DB00317,DB01259,ACH-000997,-3.58
DB00317,DB01259,ACH-001151,-2.98
DB00317,DB01259,ACH-001190,-12.34
DB00317,DB01590,ACH-000002,11.89
DB00317,DB01590,ACH-000019,3.44
DB00317,DB01590,ACH-000046,7.57
DB00317,DB01590,ACH-000090,0.62
DB00317,DB01590,ACH-000147,6.14
DB00317,DB01590,ACH-000148,7.36
DB00317,DB01590,ACH-000232,3.88
DB00317,DB01590,ACH-000273,5.72
DB00317,DB01590,ACH-000288,6.31
DB00317,DB01590,ACH-000343,8.26
DB00317,DB01590,ACH-000367,6.7
DB00317,DB01590,ACH-000425,6.4
DB00317,DB01590,ACH-000428,2.53
DB00317,DB01590,ACH-000433,4.5
DB00317,DB01590,ACH-000463,2.24
DB00317,DB01590,ACH-000477,4.65
DB00317,DB01590,ACH-000504,6.91
DB00317,DB01590,ACH-000551,-4.73
DB00317,DB01590,ACH-000552,-3.35
DB00317,DB01590,ACH-000555,10.45
DB00317,DB01590,ACH-000579,-3.62
DB00317,DB01590,ACH-000615,5.61
DB00317,DB01590,ACH-000617,9.92
DB00317,DB01590,ACH-000649,6.93
DB00317,DB01590,ACH-000651,3.69
DB00317,DB01590,ACH-000655,-1.41
DB00317,DB01590,ACH-000706,8.44
DB00317,DB01590,ACH-000730,5.09
DB00317,DB01590,ACH-000768,2.36
DB00317,DB01590,ACH-000811,2.97
DB00317,DB01590,ACH-000825,6.26
DB00317,DB01590,ACH-000861,0.14
DB00317,DB01590,ACH-000900,1.72
DB00317,DB01590,ACH-000966,8.29
DB00317,DB01590,ACH-000969,-6.18
DB00317,DB01590,ACH-000971,-32.26
DB00317,DB01590,ACH-000997,0.7
DB00317,DB01590,ACH-001151,2.46
DB00317,DB01590,ACH-001190,-23.75
DB00317,DB02546,ACH-000001,-0.42
DB00317,DB02546,ACH-000002,-1.97
DB00317,DB02546,ACH-000028,-1.89
DB00317,DB02546,ACH-000044,-23.07
DB00317,DB02546,ACH-000046,2.94
DB00317,DB02546,ACH-000090,6.4
DB00317,DB02546,ACH-000097,4.06
DB00317,DB02546,ACH-000148,-0.98
DB00317,DB02546,ACH-000232,-5.99
DB00317,DB02546,ACH-000273,-4.12
DB00317,DB02546,ACH-000277,-5.57
DB00317,DB02546,ACH-000288,2.92
DB00317,DB02546,ACH-000343,4.35
DB00317,DB02546,ACH-000349,-10.38
DB00317,DB02546,ACH-000367,2.65
DB00317,DB02546,ACH-000376,-1.82
DB00317,DB02546,ACH-000425,-1.33
DB00317,DB02546,ACH-000428,-1.81
DB00317,DB02546,ACH-000433,-0.33
DB00317,DB02546,ACH-000463,9.13
DB00317,DB02546,ACH-000477,5.26
DB00317,DB02546,ACH-000504,4.71
DB00317,DB02546,ACH-000551,2.96
DB00317,DB02546,ACH-000552,5.42
DB00317,DB02546,ACH-000555,-3.55
DB00317,DB02546,ACH-000568,-3.97
DB00317,DB02546,ACH-000579,-2.06
DB00317,DB02546,ACH-000615,4.33
DB00317,DB02546,ACH-000617,-5.53
DB00317,DB02546,ACH-000649,1.55
DB00317,DB02546,ACH-000651,-3.33
DB00317,DB02546,ACH-000655,7.37
DB00317,DB02546,ACH-000681,8.02
DB00317,DB02546,ACH-000696,1.84
DB00317,DB02546,ACH-000706,2.27
DB00317,DB02546,ACH-000730,4.12
DB00317,DB02546,ACH-000750,-22.98
DB00317,DB02546,ACH-000759,-13.44
DB00317,DB02546,ACH-000768,12.64
DB00317,DB02546,ACH-000783,-17.74
DB00317,DB02546,ACH-000811,-4.41
DB00317,DB02546,ACH-000825,4.63
DB00317,DB02546,ACH-000849,1
DB00317,DB02546,ACH-000861,5.55
DB00317,DB02546,ACH-000927,-22.05
DB00317,DB02546,ACH-000934,-7.92
DB00317,DB02546,ACH-000969,19.1
DB00317,DB02546,ACH-000971,-6.01
DB00317,DB02546,ACH-000997,4.54
DB00317,DB02546,ACH-001151,1.38
DB00317,DB02546,ACH-001190,-10.26
DB00317,DB04845,ACH-000001,5.55
DB00317,DB04845,ACH-000002,0.51
DB00317,DB04845,ACH-000019,4.54
DB00317,DB04845,ACH-000046,1.47
DB00317,DB04845,ACH-000090,-2.86
DB00317,DB04845,ACH-000147,2.19
DB00317,DB04845,ACH-000148,1.5
DB00317,DB04845,ACH-000232,1.82
DB00317,DB04845,ACH-000273,0.16
DB00317,DB04845,ACH-000288,4.38
DB00317,DB04845,ACH-000343,0.95
DB00317,DB04845,ACH-000367,2.61
DB00317,DB04845,ACH-000376,6.18
DB00317,DB04845,ACH-000425,3.99
DB00317,DB04845,ACH-000428,-3.05
DB00317,DB04845,ACH-000433,5.59
DB00317,DB04845,ACH-000463,-4.93
DB00317,DB04845,ACH-000477,3.14
DB00317,DB04845,ACH-000504,1.58
DB00317,DB04845,ACH-000551,0.46
DB00317,DB04845,ACH-000552,-1.94
DB00317,DB04845,ACH-000555,-1.27
DB00317,DB04845,ACH-000579,-2.67
DB00317,DB04845,ACH-000615,1.04
DB00317,DB04845,ACH-000617,1.02
DB00317,DB04845,ACH-000649,3.6
DB00317,DB04845,ACH-000651,1.04
DB00317,DB04845,ACH-000655,2.82
DB00317,DB04845,ACH-000681,2.5
DB00317,DB04845,ACH-000696,-0.17
DB00317,DB04845,ACH-000706,0.98
DB00317,DB04845,ACH-000730,1.95
DB00317,DB04845,ACH-000768,2.92
DB00317,DB04845,ACH-000811,-0.26
DB00317,DB04845,ACH-000825,2.99
DB00317,DB04845,ACH-000861,-0.19
DB00317,DB04845,ACH-000900,-1.49
DB00317,DB04845,ACH-000966,-5.22
DB00317,DB04845,ACH-000969,1.66
DB00317,DB04845,ACH-000971,-2.04
DB00317,DB04845,ACH-000997,-0.34
DB00317,DB04845,ACH-001151,3.06
DB00317,DB04845,ACH-001190,-15.6
DB00317,DB04868,ACH-000001,-2.94
DB00317,DB04868,ACH-000002,-2.03
DB00317,DB04868,ACH-000019,1.64
DB00317,DB04868,ACH-000046,-2.81
DB00317,DB04868,ACH-000090,-6.73
DB00317,DB04868,ACH-000147,-0.27
DB00317,DB04868,ACH-000148,-2.45
DB00317,DB04868,ACH-000232,-2.96
DB00317,DB04868,ACH-000273,1.35
DB00317,DB04868,ACH-000288,-5.13
DB00317,DB04868,ACH-000367,-0.26
DB00317,DB04868,ACH-000376,1.13
DB00317,DB04868,ACH-000425,3.79
DB00317,DB04868,ACH-000428,-3.47
