drugbank_id,drug_name,drug_FDA,atc_code
DB03983,"{[2-Amino-4-oxo-6,7-di(sulfanyl-κS)-3,5,5a,8,9a,10-hexahydro-4H-pyrano[3,2-g]pteridin-8-yl]methyl dihydrogenato(2-) phosphate}(dioxo)sulfanylmolybdenum",experimental,
DB03984,Morpholine-4-Carboxylic Acid [1-(2-Benzylsulfanyl-1-Formyl-Ethylcarbamoyl)-2-Phenyl-Ethyl]-Amide,experimental,
DB03985,R-azabisabolene,experimental,
DB03986,6-methyl-formycin A,experimental,
DB03987,"2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",experimental,
DB03988,"2,6-Diamino-Hexanoic Acid Amide",experimental,
DB03989,D-Allopyranose,experimental,
DB03990,4'-nitrophenyl-3i-thiolaminaritrioside,experimental,
DB03991,"2-deoxy-2,3-dehydro-N-acetylneuraminic acid",experimental,
DB03992,3-(Benzoylamino)-L-Alanine,experimental,
DB03993,Isocaproic acid,experimental,
DB03994,Ethanolamine,experimental,
DB03995,Betadex,experimental,
DB03996,"3-[(5s)-1-Acetyl-3-(2-Chlorophenyl)-4,5-Dihydro-1h-Pyrazol-5-Yl]Phenol",experimental,
DB03997,L-histidinol phosphate,experimental,
DB03998,"[2-(Methyleneamine)-4-(4-Hydroxy-Benzylidine)-5-Oxo-4,5-Dihydro-Imidazol-1-Yl]-Acetaldehyde",experimental,
DB03999,Butylphosphonate,experimental,
DB04000,Bromo-Willardiine,experimental,
DB04001,6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid,experimental,
DB04002,4-Sulfonamide-[4-(Thiomethylaminobutane)]Benzamide,experimental,
DB04003,{4-[(2S)-2-Acetamido-3-({(1S)-1-[3-carbamoyl-4-(cyclohexylmethoxy)phenyl]ethyl}amino)-3-oxopropyl]-2-phosphonophenoxy}acetic acid,experimental,
DB04004,"2,6-Diamino-8-(2-Dimethylaminoethylsulfanylmethyl)-3h-Quinazolin-4-One",experimental,
DB04005,Uridine 5'-triphosphate,experimental,
DB04006,"[2-Amino-6-(2,6-Difluoro-Benzoyl)-Imidazo[1,2-a]Pyridin-3-Yl]-Phenyl-Methanone",experimental,
DB04007,Bromo-WR99210,experimental,
DB04008,Zinc;[amino-[2-[[5-[amino(azaniumylidene)methyl]benzimidazol-1-id-2-yl]methyl]benzimidazol-1-id-5-yl]methylidene]azanium,experimental,
DB04009,Dimethyl Propionate Ester Heme,experimental,
DB04010,2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide,experimental,
DB04011,"2'-(4-Dimethylaminophenyl)-5-(4-Methyl-1-Piperazinyl)-2,5'-Bi-Benzimidazole",experimental,
DB04012,"(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine",experimental,
DB04013,1-Deoxy-1-methoxycarbamido-beta-D-gluco-2-heptulopyranosonamide,experimental,
DB04014,Alsterpaullone,experimental,
DB04015,Methionine Phosphinate,experimental,
DB04016,2-[3-({Methyl[1-(2-Naphthoyl)Piperidin-4-Yl]Amino}Carbonyl)-2-Naphthyl]-1-(1-Naphthyl)-2-Oxoethylphosphonic Acid,experimental,
DB04017,Clorgiline,experimental,
DB04018,S-Isopropyl-Isothiourea,experimental,
DB04020,"4-(2-{[4-{[3-(4-Chlorophenyl)Propyl]Sulfanyl}-6-(1-Piperazinyl)-1,3,5-Triazin-2-Yl]Amino}Ethyl)Phenol",experimental,
DB04021,MF268,experimental,
DB04022,Guanosine tetraphosphate,experimental,
DB04023,GDP-alpha-D-mannuronic acid,experimental,
DB04024,Serine-3'-aminoadenosine,experimental,
DB04026,Pseudotropine,experimental,
DB04027,D-arginine,experimental,
DB04028,Tyvelose,experimental,
DB04029,Phenylalanylamide,experimental,
DB04030,"1,3,4,9-Tetrahydro-2-(Hydroxybenzoyl)-9-[(4-Hydroxyphenyl)Methyl]-6-Methoxy-2h-Pyrido[3,4-B]Indole",experimental,
DB04031,Serine vanadate,experimental,
DB04032,Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Butyl-Amide,experimental,
DB04033,Z-Ala Prolinal,experimental,
DB04034,Ribulose-5-Phosphate,experimental,
DB04035,Ceftazidime BATSI,experimental,
DB04036,Coenzyme A persulfide,experimental,
DB04037,"N,N-Bis(4-Chlorobenzyl)-1h-1,2,3,4-Tetraazol-5-Amine",experimental,
DB04038,Ergosterol,approved,
DB04039,3-Oxo-Pentadecanoic Acid,experimental,
DB04040,"N-[1,3-Di(4-morpholinyl)-2-propanyl]-3-(α-D-galactopyranosyloxy)-5-nitrobenzamide",experimental,
DB04041,Nitrocefin Acyl-Serine,experimental,
DB04042,"2-[4-(Hydroxy-Methoxy-Methyl)-Benzyl]-7-(4-Hydroxymethyl-Benzyl)-1,1-Dioxo-3,6-Bis-Phenoxymethyl-1lambda6-[1,2,7]Thiadiazepane-4,5-Diol",experimental,
DB04043,Carboxymycobactin T,experimental,
DB04044,4-{2-[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid,experimental,
DB04045,(R)-methylmalonyl-CoA,experimental,
DB04046,Methyl beta-galactoside,experimental,
DB04047,6-hydroxymethylpterin diphosphate,experimental,
DB04048,N-Carbamoyl-Alanine,experimental,
DB04049,Coelenteramide,experimental,
DB04050,N-Propyl Isocyanide,experimental,
DB04051,5-phenylpentanoic acid,experimental,
DB04052,"3,4-Xylenol",experimental,
DB04053,Hypophosphite,experimental,
DB04054,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",experimental,
DB04055,"2,3-Dicarboxy-4-(2-Chloro-Phenyl)-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium",experimental,
DB04057,"N-[4-([(2-Amino-4-oxo-1,4-dihydropyrido[3,2-d]pyrimidin-6-yl)methyl]{(2E)-3-[4-carbamoyl-1-(5-O-phosphono-beta-D-ribofuranosyl)-1H-imidazol-5-yl]-2-propenoyl}amino)benzoyl]-L-glutamic acid",experimental,
DB04058,N-Carbamoylphenylalanine,experimental,
DB04059,8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide,experimental,
DB04060,"(5-methyl-6-oxo-1,6-dihydro-pyridin-3-yl)-1,2-dideoxy-ribofuranose-5-monophosphate",experimental,
DB04061,Alpha-Amino-2-Indanacetic Acid,experimental,
DB04062,beta-D-fucose,experimental,
DB04063,alpha-Methylleucine,experimental,
DB04064,Nogalaviketone,experimental,
DB04065,N-Cyclopentyl-N-Cyclobutylformamide,experimental,
DB04066,p-Coumaric acid,experimental,
DB04067,4-hydroxybenzyl coenzyme A,experimental,
DB04068,"2',3'-dideoxy-3'-fluoro-urididine-5'-diphosphate",experimental,
DB04069,"5,6-Dihydro-Benzo[H]Cinnolin-3-Ylamine",experimental,
DB04070,6-Deoxyerythronolide B,experimental,
DB04071,Cpad,experimental,
DB04072,Alpha-Methylisocitric Acid,experimental,
DB04073,N-{3-[4-(3-amino-propyl)-piperazin-1-yl]-propyl}-3-nitro-5-(galactopyranosyl)-beta-benzamide,experimental,
DB04074,alpha-Ketoisovalerate,experimental,
DB04075,N-Acetyl-L-Glutamate,experimental,
DB04076,Hypoxanthine,experimental,
DB04079,"Heptane-1,2,3-Triol",experimental,
DB04080,RU78191,experimental,
DB04081,"(4s-Trans)-4-(Methylamino)-5,6-Dihydro-6-Methyl-4h-Thieno(2,3-B)Thiopyran-2-Sulfonamide-7,7-Dioxide",experimental,
DB04082,Decyloxy-Methanol,experimental,
DB04083,N(6)-(pyridoxal phosphate)-L-lysine,experimental,
DB04084,2-deoxy-2-fluoro-α-D-mannose,experimental,
DB04085,Bis(N-maleimidomethyl)ether,experimental,
DB04086,"2',4'-Dinitrophenyl-2deoxy-2-Fluro-B-D-Cellobioside",experimental,
DB04087,Open Form of 2'-Deoxy-Ribofuranose-5'-Phosphate,experimental,
DB04088,2-[{4-[(2S)-2-{[(Allyloxy)carbonyl]amino}-3-({4-[3-hydroxy-2-(methoxycarbonyl)phenoxy]butyl}amino)-3-oxopropyl]phenyl}(carboxycarbonyl)amino]benzoic acid,experimental,
DB04089,AL5300,experimental,
DB04090,RH-1,experimental,
DB04092,Apstatin,experimental,
DB04093,Undecanal,experimental,
DB04094,4-hydroxybutan-2-one,experimental,
DB04095,9-Deazahypoxanthine,experimental,
DB04096,"(2R,3R,4R,5R)-4,5-Dihydroxy-2-(hydroxymethyl)-6-oxo-3-piperidinyl beta-D-glucopyranoside",experimental,
DB04097,Uridine-5'-diphosphate-4-deoxy-4-fluoro-alpha-D-galactose,experimental,
DB04098,Balanol,experimental,
DB04099,Deamido-Nad+,experimental,
DB04100,"Tricarbonyl(1,10-phenanthroline)rhenium(1+)",experimental,
DB04101,"N'-[4-(2,4-Dimethyl-1,3-thiazol-5-yl)-2-pyrimidinyl]-N-hydroxyimidoformamide",experimental,
DB04102,2-Amino-Adenosine,experimental,
DB04103,3-Methylcytosine,experimental,
DB04104,3-Methyladenine,experimental,
DB04105,N-Heptylformamide,experimental,
DB04106,Fotemustine,investigational,L01AD05
DB04107,[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1h-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester,experimental,
DB04108,"(2s,3r)-3-Amino-2-Hydroxy-5-(Ethylsulfanyl)Pentanoyl-((S)-(-)-(1-Naphthyl)Ethyl)Amide",experimental,
DB04109,"[4-(1,3,2-Dioxaborolan-2-Yloxy)Methyl]Benzamidine",experimental,
DB04110,2-Nitro-4-cresol,experimental,
DB04111,Balhimycin,experimental,
DB04112,(2R)-2-Acetamido-3-(octadecyloxy)propyl 2-(methylsulfanyl)ethyl hydrogen phosphate,experimental,
DB04113,N-Formylpiperidine,experimental,
DB04114,"3-Chloro-9-Ethyl-6,7,8,9,10,11-Hexahydro-7,11-Methanocycloocta[B]Quinolin-12-Amine",experimental,
DB04115,Berberine,approved,
DB04116,Allolactose,experimental,
DB04117,"4-(N,N-Dimethylamino)cinnamoyl-CoA",experimental,
DB04118,N-Coeleneterazine,experimental,
DB04119,Hexatantalum Dodecabromide,experimental,
DB04120,"4-Methyl-1,2-Benzenediol",experimental,
DB04121,Guanosine-3'-monophosphate-5'-diphosphate,experimental,
DB04122,beta-D-glucose 6-phosphate,experimental,
DB04123,(P-Iodophenylacetylamino)Methylphosphinic Acid,experimental,
DB04124,Aurodox,experimental,
DB04125,N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine,experimental,
DB04126,N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane,experimental,
DB04127,beta-D-arabinofuranose 5-phosphate,experimental,
DB04128,"5-Nitroso-6-ribityl-amino-2,4(1H,3H)-pyrimidinedione",experimental,
DB04129,Willardiine,experimental,
DB04130,5-Methoxybenzimidazole,experimental,
DB04131,"10-(4-Dimethylamino-5-Hydroxy-6-Methyl-Tetrahydro-Pyran-2-Yloxy)-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione",experimental,
DB04132,S-Hexylglutathione,experimental,
DB04133,Degraded Cephaloridine,experimental,
DB04135,"(4S)-5-Fluoro-4-hydroxy-3,4-dihydro-2(1H)-pyrimidinone",experimental,
DB04136,Lysophosphotidylserine,experimental,
DB04137,Guanosine-5'-Triphosphate,experimental,
DB04138,"5-[Bis(2-bromoethyl)amino]-N-(2,3-dioxopropyl)-2,4-dinitrobenzamide",experimental,
DB04139,6-Hydroxypropylthymine,experimental,
DB04140,1-Benzyl-3-(4-Methoxy-Benzenesulfonyl)-6-Oxo-Hexahydro-Pyrimidine-4-Carboxylic Acid Hydroxyamide,experimental,
DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",experimental,
DB04142,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid Dimethylamide",experimental,
DB04143,Indole-3-Glycerol Phosphate,experimental,
DB04144,"Cis-[4,5-Bis-(4-Chlorophenyl)-2-(2-Isopropoxy-4-Methoxyphenyl)-4,5-Dihyd Roimidazol-1-Yl]-Piperazin-1-Yl-Methanone",experimental,
DB04145,Nicotinyl alcohol,experimental,C10AD05
DB04145,Nicotinyl alcohol,experimental,C04AC02
DB04146,I-Coeleneterazine,experimental,
DB04147,Dodecyldimethylamine N-oxide,experimental,
DB04149,(R)-Rolipram,experimental,
DB04150,"N-alpha-Acetyl-3,5-diiodotyrosyl-D-threonine",experimental,
DB04151,1-Methylhistidine,experimental,
DB04152,"2-Amino-3-(3-Hydroxy-7,8-Dihydro-6h-Cyclohepta[D]-4-Isoxazolyl)Propionic Acid",experimental,
DB04153,S-Hydroxymethyl Glutathione,experimental,
DB04154,"N-Methyl-N-[3-(6-Phenyl[1,2,4]Triazolo[4,3-B]Pyridazin-3-Yl)Phenyl]Acetamide",experimental,
DB04155,2-Fluoro-2-Deoxy-Beta-D-Galactopyranosyl-Beta-D-Glucopyranose,experimental,
DB04156,Aspartate beryllium trifluoride,experimental,
DB04157,N-[(Aminooxy)Carbonyl]Aniline,experimental,
DB04158,"6-(adenosine tetraphosphate-methyl)-7,8-dihydropterin",experimental,
DB04159,Beta-Hydroxytryptophane,experimental,
DB04160,Pyrophosphoric acid,approved,
DB04161,Propionamide,experimental,
DB04162,"5-Nitro-6-ribityl-amino-2,4(1H,3H)-pyrimidinedione",experimental,
DB04163,"5-Phenylsulfanyl-2,4-Quinazolinediamine",experimental,
DB04164,"4,6-Dideoxy-4-{[(1S,5R,6S)-3-formyl-5,6-dihydroxy-4-oxo-2-cyclohexen-1-yl]amino}-α-D-xylo-hex-5-enopyranose",experimental,
DB04165,Valpromide,experimental,N03AG02
DB04166,Anthranilic acid,experimental,
DB04167,Aceglutamide,experimental,
DB04168,Bropirimine,experimental,
DB04169,"3,5-Diaminophthalhydrazide",experimental,
DB04170,4-bromo-3-hydroxy-3-methyl butyl diphosphate,experimental,
DB04171,D-Isovaline,experimental,
DB04172,"[2,4,6-Triisopropyl-Phenylsulfonyl-L-[3-Amidino-Phenylalanine]]-Piperazine-N'-Beta-Alanine",experimental,
DB04173,Fructose,approved,V06DC02
DB04174,3'-1-carboxy-1-phosphonooxy-ethoxy-uridine-diphosphate-N-acetylglucosamine,experimental,
DB04175,Mdl-29951,experimental,
DB04176,"Phosporic Acid Mono-[3,4-Dihydroxy-5-(5-Methoxy-Benzoimidazol-1-Yl)-Tetrahydro-Furan-2-Ylmethyl] Ester",experimental,
DB04177,Digitoxigenin,experimental,
DB04178,Di-Stearoyl-3-Sn-Phosphatidylcholine,experimental,
DB04179,Benzofuran,experimental,
DB04180,"4-(Aminosulfonyl)-N-[(2,4-Difluorophenyl)Methyl]-Benzamide",experimental,
DB04182,"(S)-2-Amino-4-[(2s,3r)-2,3,5-Trihydroxy-4-Oxo-Pentyl]Mercapto-Butyric Acid",experimental,
DB04183,Methylmalonic Acid,experimental,
DB04185,Norvaline,experimental,
DB04186,"N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea",experimental,
DB04187,"(9S,10S)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene",experimental,
DB04188,MDL72527,experimental,
DB04189,N(2)-(2-carboxyethyl)-L-arginine,experimental,
DB04190,"2,5-dibenzyloxy-3-hydroxy-hexanedioic acid bis-[(2-hydroxy-indan-1-yl)-amide]",experimental,
DB04191,Skf 107457,experimental,
DB04193,L-Homoserine,experimental,
DB04194,Triacetylchitotriose,experimental,
DB04195,Heptulose-2-Phosphate,experimental,
DB04196,Pteroic acid,experimental,
DB04197,Descarboxy-nor-N(Omega)-Hydroxy-L-Arginine,experimental,
DB04198,Formycin B,experimental,
DB04199,1-Monohexanoyl-2-Hydroxy-Sn-Glycero-3-Phosphate,experimental,
DB04200,Matairesinol,experimental,
DB04201,Histidyl-Adenosine Monophosphate,experimental,
DB04202,Isoformononetin,experimental,
DB04203,3-Mercuri-4-Aminobenzenesulfonamide,experimental,
DB04204,[(4-{4-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Butyl}-Phenyl)-Difluoro-Methyl]-Phosphonic Acid,experimental,
DB04205,"Thymidine-3',5'-Diphosphate",experimental,
DB04206,7-Aza-L-tryptophan,experimental,
DB04207,L-Saccharopine,experimental,
DB04208,"3-(3,4-dimethoxyphenyl)propanoic acid",experimental,
DB04209,Dequalinium,approved,D08AH01
DB04209,Dequalinium,approved,R02AA02
DB04209,Dequalinium,approved,G01AC05
DB04210,"3-(alpha-D-galactopyranosyloxy)-N-(3-{4-[3-({2-[(3-{4-[3-({[3-(hexopyranosyloxy)-5-nitrophenyl]carbonyl}amino)propyl]piperazin-1-yl}propyl)amino]-3,4-dioxocyclobut-1-en-1-yl}amino)propyl]piperazin-1-yl}propyl)-5-nitrobenzamide",experimental,
DB04211,"5-(acetylamino)-3,5-dideoxy-3-fluoro-D-erythro-alpha-L-manno-non-2-ulopyranosonic acid",experimental,
DB04212,2-Iminiopropanoate,experimental,
DB04213,N-Cyclohexyl-N'-(Propyl)Phenyl Urea,experimental,
DB04214,4-Nitrophenyl Phosphate,experimental,
DB04215,CRA_9076,experimental,
DB04216,Quercetin,experimental,
DB04217,L-2-amino-3-butynoic acid,experimental,
DB04218,1-Deaza-Adenosine,experimental,
DB04219,Trivanadate,experimental,
DB04220,CGP 4832,experimental,
DB04221,Didecyldimethylammonium,approved,D08AJ06
DB04222,Sparsomycin,experimental,
DB04223,Nitroarginine,experimental,
DB04224,Oleic Acid,approved,
DB04225,N-Methyldehydrobutyrine,experimental,
DB04226,Dihydro-Acarbose,experimental,
DB04227,"9-Amino-2-deoxy-2,3-dehydro-n-acetyl-neuraminic acid",experimental,
DB04228,Dihydroxyphenylglycine,experimental,
DB04229,"7,10,13-Tri(Carboxymethyl)-5,15-Dioxo-4,7,10,13,16-Pentaaza-1,19-Dithianonadecane",experimental,
DB04230,Nitromethyldethia coenzyme A,experimental,
DB04231,Tetra(imidazole)diaquacopper (I),experimental,
DB04232,N-Hydroxy-1-(4-Methoxyphenyl)Sulfonyl-4-Benzyloxycarbonyl-Piperazine-2-Carboxamide,experimental,
DB04233,(Hydroxyethyloxy)Tri(Ethyloxy)Octane,experimental,
DB04234,N2-({[(4-Bromophenyl)Methyl]Oxy}Carbonyl)-N1-[(1s)-1-Formylpentyl]-L-Leucinamide,experimental,
DB04235,4-Amino Hexanoic Acid,experimental,
DB04236,2-Amino-3-(1h-Indol-3-Yl)-Propan-1-Ol,experimental,
DB04237,Tris(Hydroxyethyl)Aminomethane,experimental,
DB04238,N-Alpha-(2-Naphthylsulfonyl)-N-(3-Amidino-L-Phenylalaninyl)-D-Pipecolinic Acid,experimental,
DB04239,2-Amino-6-Aminomethyl-8-Phenylsulfanylmethyl-3h-Quinazolin-4-One,experimental,
DB04240,"(1S)-1-C-{(2R)-6-[(2R)-2-Butanyl]-5,10-dihydroxy-4-oxo-1,2,3,4-tetrahydro-2-anthracenyl}-5-deoxy-1-O-methyl-D-xylulose",experimental,
DB04241,N-Pyridoxyl-2-Methylalanine-5-Phosphate,experimental,
DB04242,4-hydroxybenzoic acid,experimental,
DB04243,TMP,experimental,
DB04244,(2R)-2-(3-Biphenylyl)-N-{(2R)-2-hydroxy-3-[(2-pyridinylsulfonyl)amino]propyl}-4-methylpentanamide,experimental,
DB04246,CRA_23653,experimental,
DB04248,beta-(1->4)-galactotriose,experimental,
DB04249,Zinc Substituted Heme C,experimental,
DB04250,Butyrylthiocholine,experimental,
DB04252,N-Carbamoylaspartic acid,experimental,
DB04253,Tretazicar,investigational,
DB04254,"8-Benzo[1,3]Dioxol-,5-Ylmethyl-9-Butyl-2-Fluoro-9h-Purin-6-Ylamine",experimental,
DB04255,Inhibitor BEA388,experimental,
DB04256,(S)-alpha-methyl-4-carboxyphenylglycine,experimental,
DB04257,Palmitoleic Acid,experimental,
DB04258,Seocalcitol,investigational,
DB04259,"7-Methyl-7,8-dihydroguanosine 5'-(dihydrogen phosphate)",experimental,
DB04260,"9-(5,5-Difluoro-5-Phosphonopentyl)Guanine",experimental,
DB04261,Carbamic Acid,experimental,
DB04262,3-(7-hydroxy-8-ribityllumazine-6-yl) propionic acid,experimental,
DB04263,Geneticin,experimental,
DB04264,"(10R)-10-formyl-5,8,10-trideazafolic acid",experimental,
DB04265,N-acetyl-beta-neuraminic acid,experimental,
DB04266,"5-(6-D-ribitylamino-2,4-dihydroxypyrimidin-5-yl)-1-pentyl-phosphonic acid",experimental,
DB04267,Dipicolinic acid,experimental,
DB04268,Methylumbelliferyl chitotriose,experimental,
DB04269,Cyclotheonamide A,experimental,
DB04270,(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid,experimental,
DB04271,"3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",experimental,
DB04272,Citric acid,approved,A09AB04
DB04273,"8,9-Dichloro-2,3,4,5-Tetrahydro-1h-Benzo[C]Azepine",experimental,
DB04274,(2S)-7-hydroxyflavanone,experimental,
DB04275,N-acetylserotonin,experimental,
DB04276,4-[[(2S)-2-[[(2S)-3-Carboxy-2-hydroxypropanoyl]amino]-4-methylpentanoyl]amino]butyl-(diaminomethylidene)azanium,experimental,
DB04277,Fructose -6-Phosphate,experimental,
DB04278,2-[2-(2-Cyclohexyl-2-guanidino-acetylamino)-acetylamino]-N-(3-mercapto-propyl)-propionamide,experimental,
DB04279,3-Isopropylmalic Acid,experimental,
DB04280,"3,4-Dihydro-2'-deoxyuridine-5'-monophosphate",experimental,
DB04281,"2-[4-(4-Chlorophenyl)Cyclohexylidene]-3,4-Dihydroxy-1(2h)-Naphthalenone",experimental,
DB04282,2-deoxy-2-fluoro-α-D-glucose,experimental,
DB04283,2-Bromohypoxanthine,experimental,
DB04284,L-proline betaine,experimental,
DB04285,"{4-[(2s,4e)-2-(1,3-Benzothiazol-2-Yl)-2-(1h-1,2,3-Benzotriazol-1-Yl)-5-Phenylpent-4-Enyl]Phenyl}(Difluoro)Methylphosphonic Acid",experimental,
DB04286,beta-D-Ribopyranose,experimental,
DB04287,KH064,experimental,
DB04288,2-[Trans-(4-Aminocyclohexyl)Amino]-6-(Benzyl-Amino)-9-Cyclopentylpurine,experimental,
DB04289,Genz-10850,experimental,
DB04291,Oxfenicine,experimental,
DB04292,4-[(Isopropylamino)Methyl]Phenylalanine,experimental,
DB04293,7-(2-Amino-2-Phenyl-Acetylamino)-3-Chloro-8-Oxo-1-Aza-Bicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid,experimental,
DB04294,5-Phosphoribosyl-1-(Beta-Methylene) Pyrophosphate,experimental,
DB04295,N-(Benzoylcarbamoyl)-beta-D-glucopyranosylamine,experimental,
DB04296,5-Oxo-L-Norleucine,experimental,
DB04297,Trichostatin A,experimental,
DB04298,"3-(4-Amino-2-Tert-Butyl-5-Methyl-Phenylsulfanyl)-6-Cyclopentyl-4-Hydroxy-6-[2-(4-Hydroxy-Phenyl)-Ethyl]-5,6-Dihydro-Pyran-2-One",experimental,
DB04299,Maleic acid,experimental,
DB04300,"(1s,3r,4r,6s)-1,3,4,6-Tetrapkisphosphate",experimental,
DB04301,Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone Hydrate,experimental,
DB04302,"4-Hydroxy-3,5-Dimethyl-5-(2-Methyl-Buta-1,3-Dienyl)-5h-Thiophen-2-One",experimental,
DB04303,4-O-methyl-alpha-D-glucuronic acid,experimental,
DB04304,L-Gluconic Acid,experimental,
DB04306,"5-[(4-Methylphenyl)Sulfanyl]-2,4-Quinazolinediamine",experimental,
DB04307,5-Hydroxy-N-Propargyl-1(R)-Aminoindan,experimental,
DB04308,D-4-hydroxyphenylglycine,experimental,
DB04310,2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide,experimental,
DB04311,4-Phenylbutylamine,experimental,
DB04312,"2,3-Difluorobenzyl Alcohol",experimental,
DB04313,(3S)-3-methyl-D-aspartic acid,experimental,
DB04314,1-Methylcytosine,experimental,
DB04315,Guanosine-5'-Diphosphate,experimental,
DB04316,D-[(N-Hydroxyamino)Carbonyl]Phenylalanine,experimental,
DB04317,"3,3-Dichloro-2-Phosphonomethyl-Acrylic Acid",experimental,
DB04318,Nα-[(2S)-2-{[(S)-[(1S)-1-{[(Benzyloxy)carbonyl]amino}-2-phenylethyl](hydroxy)phosphoryl]methyl}-5-phenylpentanoyl]-L-tryptophanamide,experimental,
DB04320,2-Bromo-2-Propene-1-Ol,experimental,
DB04321,N-Hexylphosphonate Ethyl Ester,experimental,
DB04322,LY249543,experimental,
DB04323,2-Amino-3-(Cystein-S-Yl)-Isoxazolidin-5-Yl-Acetic Acid,experimental,
DB04324,Ovalicin,experimental,
DB04325,Phenethylamine,experimental,
DB04326,Dihydroxyacetone phosphate,investigational,
DB04327,Phosphatidylethanolamine,experimental,
DB04328,Shikimate-3-Phosphate,experimental,
DB04329,Isoquinoline,experimental,
DB04330,Bilh 434,experimental,
DB04331,Monastrol,experimental,
DB04332,2-{2-[2-2-(Methoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethanol,experimental,
DB04333,Octamethylenediamine,experimental,
DB04334,6-hydroxydopa quinone,experimental,
DB04335,Inosine,experimental,G01AX02
DB04335,Inosine,experimental,S01XA10
DB04335,Inosine,experimental,D06BB05
DB04336,1-(4-Amidinophenyl)-3-(4-Chlorophenyl)Urea,experimental,
DB04337,Isocyanomethane,experimental,
DB04338,SB220025,experimental,
DB04339,Carbocisteine,approved,R05CB03
DB04340,2-[(Dioxidophosphoranyl)oxy]benzoate,experimental,
DB04341,S-(3-Iodobenzyl)glutathione,experimental,
DB04342,7-((Carboxy(4-Hydroxyphenyl)Acetyl)Amino)-7-Methoxy-(3-((1-Methyl-1h-Tetrazol-5-Yl)Thio)Methyl)-8-Oxo-5-Oxa-1-Azabicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid,experimental,
DB04343,Glyoxylic acid,experimental,
DB04345,Lumichrome,experimental,
DB04346,"(2r,4s)-2-Methyl-2,3,3,4-Tetrahydroxytetrahydrofuran",experimental,
DB04347,3-Dehydroshikimate,experimental,
DB04348,Taurocholic acid,approved,
DB04349,"(S)-propane-1,2-diol",experimental,
DB04350,Argadin,experimental,
DB04351,Aconitate Ion,experimental,
DB04352,beta-D-Ribose-5-phosphate,experimental,
DB04353,"Tert-butyl N-[(2S,5R)-6-[[(2S)-5-amino-1-[[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-5-benzyl-3,6-dioxo-1-phenylhexan-2-yl]carbamate",experimental,
DB04356,9-Deazaguanine,experimental,
DB04357,Pteric acid,experimental,
DB04359,Vinylsulfonic acid,experimental,
DB04360,Benzo[B]Thiophene-2-Boronic Acid,experimental,
DB04361,Methyldiazene,experimental,
