"","pathway","genes"
"GOBP_GLYCINE_METABOLIC_PROCESS","GOBP_GLYCINE_METABOLIC_PROCESS","AGXT,AGXT2,AMT,BAAT,GART,GCSH,GLDC,GLYAT,HAO1,NDP,PHGDH,RIDA,SHMT1,SHMT2"
"GOBP_GLYCINE_TRANSPORT","GOBP_GLYCINE_TRANSPORT","RGS2,RGS4,SLC25A38,SLC32A1,SLC36A1,SLC36A2,SLC36A3,SLC38A1,SLC38A5,SLC6A17,SLC6A20,SLC6A5,SLC6A9,SLC7A10,SLC7A8"
"GOBP_GLYCOLIPID_BIOSYNTHETIC_PROCESS","GOBP_GLYCOLIPID_BIOSYNTHETIC_PROCESS","A3GALT2,A4GALT,B3GALNT1,B3GALT1,B3GALT2,B3GALT4,B3GNT5,B4GALNT1,B4GALT3,B4GALT4,B4GALT5,B4GALT6,C20orf173,CERK,CWH43,DPM1,DPM2,DPM3,FA2H,FUT1,FUT2,FUT6,FUT9,GAL3ST1,GAL3ST2,GAL3ST3,GAL3ST4,GBGT1,GPAA1,LARGE1,MPPE1,PGAP1,PGAP2,PGAP3,PGAP4,PIGA,PIGB,PIGC,PIGF,PIGG,PIGH,PIGK,PIGL,PIGM,PIGN,PIGO,PIGP,PIGQ,PIGS,PIGT,PIGU,PIGV,PIGW,PIGX,PIGY,PIGZ,PRKAA1,SCCPDH,SLC30A5,ST3GAL1,ST3GAL2,ST3GAL3,ST3GAL4,ST3GAL5,ST3GAL6,ST6GALNAC3,ST6GALNAC4,ST6GALNAC5,ST6GALNAC6,ST8SIA1,ST8SIA2,ST8SIA3,ST8SIA4,ST8SIA5,ST8SIA6,TM9SF2,UGCG,UGT8"
"GOBP_GLYCOLIPID_CATABOLIC_PROCESS","GOBP_GLYCOLIPID_CATABOLIC_PROCESS","ENPP7,FUCA1,GALC,GBA1,GBA2,GBA3,GLA,GLB1,GM2A,HEXA,HEXB,LCT,M6PR,MIR127,MIR16-1,MIR195,NAGA,NEU1,NEU2,NEU3,NEU4,PNLIPRP2,PRKCD,SCARB2,SMPD1,SUMF1"
"GOBP_GLYCOLIPID_TRANSPORT","GOBP_GLYCOLIPID_TRANSPORT","CLN3,CPTP,GLTP,NPC2,PLEKHA8,PLTP,PSAP,RFT1"
"GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE","GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE","ADPGK,ENO1,ENO2,ENO3,FOXK1,FOXK2,GALK1,GCK,HK1,HK2,HK3,PFKFB1,PFKL,PFKM,PFKP,PGAM1,PGAM2,PGK1,PGK2,PKM,PPP2CA,PRKACA,SLC4A1,TPI1"
"GOBP_GLYCOLYTIC_PROCESS_THROUGH_GLUCOSE_6_PHOSPHATE","GOBP_GLYCOLYTIC_PROCESS_THROUGH_GLUCOSE_6_PHOSPHATE","ADPGK,ENO1,ENO2,ENO3,FOXK1,FOXK2,GALK1,GCK,HK1,HK2,HK3,PFKL,PFKM,PFKP,PGAM1,PGAM2,PGK1,PGK2,PKM,TPI1"
"GOBP_GLYCOPHAGY","GOBP_GLYCOPHAGY","ATG12,ATG2A,ATG2B,ATG3,GAA,GABARAPL1,RB1CC1,STBD1,WDR45,WDR45B,WIPI1,WIPI2"
"GOBP_GLYCOPROTEIN_CATABOLIC_PROCESS","GOBP_GLYCOPROTEIN_CATABOLIC_PROCESS","ADAMTS12,BTK,CELA1,CST3,CTSL,EDEM1,EDEM2,EDEM3,FBXO17,FBXO2,FBXO27,FBXO44,FBXO6,GLB1,GPC1,GUSB,HGSNAT,HPSE,IDS,IDUA,MAN1A1,MAN1A2,MAN1B1,MAN1C1,MANBA,MIR181B1,MMP12,NAGLU,NCCRP1,NEU2,NEU4,NGLY1,OGA,SGSH,STT3B"
"GOBP_GLYCOSAMINOGLYCAN_CATABOLIC_PROCESS","GOBP_GLYCOSAMINOGLYCAN_CATABOLIC_PROCESS","CD44,CEMIP,CEMIP2,FGF2,FUCA1,GLB1,GNS,GUSB,HEXA,HEXB,HMMR,HYAL1,HYAL2,HYAL3,HYAL4,IDS,IDUA,LYG1,LYG2,LYVE1,PGLYRP1,PGLYRP2,PGLYRP3,PGLYRP4,SGSH,SPAM1,STAB2,TGFB1"
"GOBP_GLYCOSIDE_CATABOLIC_PROCESS","GOBP_GLYCOSIDE_CATABOLIC_PROCESS","ABHD10,FUCA1,FUCA2,GBA1,GBA2,GBA3,GLA,GUSB,NAGA"
"GOBP_GLYCOSIDE_METABOLIC_PROCESS","GOBP_GLYCOSIDE_METABOLIC_PROCESS","ABHD10,AKR1A1,AKR1B1,AKR1B10,AKR1C1,AKR1C2,AKR1C3,AKR1C4,AKR7A2,CBR4,FUCA1,FUCA2,GBA1,GBA2,GBA3,GLA,GUSB,NAGA,SLC34A1,SULT1C4,TH"
"GOBP_GLYCOSPHINGOLIPID_BIOSYNTHETIC_PROCESS","GOBP_GLYCOSPHINGOLIPID_BIOSYNTHETIC_PROCESS","A3GALT2,A4GALT,B3GALNT1,B3GALT1,B3GALT2,B3GALT4,B3GNT5,B4GALNT1,B4GALT3,B4GALT4,B4GALT5,B4GALT6,C20orf173,CERK,FA2H,FUT1,FUT2,FUT6,FUT9,GAL3ST1,LARGE1,PRKAA1,ST3GAL1,ST3GAL2,ST3GAL3,ST3GAL5,ST6GALNAC3,ST6GALNAC4,ST6GALNAC5,ST6GALNAC6,ST8SIA1,ST8SIA2,ST8SIA3,ST8SIA4,ST8SIA5,ST8SIA6,TM9SF2,UGCG,UGT8"
"GOBP_GLYCOSPHINGOLIPID_METABOLIC_PROCESS","GOBP_GLYCOSPHINGOLIPID_METABOLIC_PROCESS","A3GALT2,A4GALT,ABCA2,B3GALNT1,B3GALT1,B3GALT2,B3GALT4,B3GNT5,B4GALNT1,B4GALT3,B4GALT4,B4GALT5,B4GALT6,BAX,C20orf173,CERK,CLN6,CREM,ENPP7,FA2H,FUT1,FUT2,FUT6,FUT9,GAL3ST1,GALC,GBA1,GBA2,GBA3,GLA,GLB1,GM2A,HEXA,HEXB,ITGB8,KIT,LARGE1,LCT,M6PR,MIR127,MIR16-1,MIR195,NAGLU,NEU1,NEU2,NEU3,NEU4,PRKAA1,PRKCD,SCARB2,SMPD1,ST3GAL1,ST3GAL2,ST3GAL3,ST3GAL5,ST6GALNAC3,ST6GALNAC4,ST6GALNAC5,ST6GALNAC6,ST8SIA1,ST8SIA2,ST8SIA3,ST8SIA4,ST8SIA5,ST8SIA6,SUMF1,TM9SF2,UGCG,UGT8"
"GOBP_GLYCOSYLCERAMIDE_BIOSYNTHETIC_PROCESS","GOBP_GLYCOSYLCERAMIDE_BIOSYNTHETIC_PROCESS","B3GALT1,B3GALT2,B4GALT3,FA2H,GAL3ST1,PRKAA1,UGCG,UGT8"
"GOBP_GLYCOSYLCERAMIDE_CATABOLIC_PROCESS","GOBP_GLYCOSYLCERAMIDE_CATABOLIC_PROCESS","GALC,GBA1,GBA2,GBA3,GLA,LCT,MIR127,MIR16-1,MIR195,PRKCD,SCARB2"
"GOBP_GLYCOSYLCERAMIDE_METABOLIC_PROCESS","GOBP_GLYCOSYLCERAMIDE_METABOLIC_PROCESS","B3GALT1,B3GALT2,B4GALT3,FA2H,GAL3ST1,GALC,GBA1,GBA2,GBA3,GLA,LCT,MIR127,MIR16-1,MIR195,PRKAA1,PRKCD,SCARB2,ST6GALNAC3,ST6GALNAC6,UGCG,UGT8"
"GOBP_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS","GOBP_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS","ADA,ADA2,ADAL,ADK,APRT,DCTD,DHFR2,DNPH1,DTYMK,HPRT1,LCMT2,MTAP,NT5E,PGM2,PNP,PRTFDC1,QNG1,TK1,TK2,TRMT12,TYW1,TYW1B,TYW3,TYW5,UCKL1"
"GOBP_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS","GOBP_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS","ABHD10,ADA,ADA2,ADAL,AICDA,APOBEC1,APOBEC2,APOBEC3A,APOBEC3B,APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3G,APOBEC3H,CDA,CDADC1,DCTD,DERA,DPYD,ENPP4,FUCA1,FUCA2,GBA1,GBA2,GBA3,GDA,GLA,GUSB,MTAP,NAGA,NUDT1,PNP,UPB1,UPP1,UPP2,XDH"
"GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS","GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS","ABHD10,ACP3,ADA,ADA2,ADAL,ADK,AICDA,AKR1A1,AKR1B1,AKR1B10,AKR1C1,AKR1C2,AKR1C3,AKR1C4,AKR7A2,APOBEC1,APOBEC2,APOBEC3A,APOBEC3B,APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3G,APOBEC3H,APRT,BLOC1S6,CBR4,CDA,CDADC1,DCTD,DERA,DGUOK,DHFR2,DNPH1,DPYD,DTYMK,ENPP4,ERH,FUCA1,FUCA2,GBA1,GBA2,GBA3,GDA,GLA,GNMT,GUSB,HPRT1,ICMT,LCMT2,MACROD1,MACROD2,MTAP,NAGA,NME4,NME5,NT5C1A,NT5C1B,NT5C2,NT5C3A,NT5E,NUDT1,OARD1,PGM2,PNP,PRTFDC1,PTGDR,QNG1,SLC34A1,SULT1C4,TH,TK1,TK2,TRMT12,TYMP,TYW1,TYW1B,TYW3,TYW5,UCKL1,UPB1,UPP1,UPP2,XDH"
"GOBP_GLYOXYLATE_METABOLIC_PROCESS","GOBP_GLYOXYLATE_METABOLIC_PROCESS","AGXT,AGXT2,GRHPR,HOGA1,HYI,IDH1,IDH2,MGAT4A"
"GOBP_GMP_BIOSYNTHETIC_PROCESS","GOBP_GMP_BIOSYNTHETIC_PROCESS","ADA,ADK,ADSL,AMPD1,APRT,ATIC,GART,GMPS,HPRT1,IMPDH1,IMPDH2,PAICS,PFAS,PPAT"
"GOBP_GMP_METABOLIC_PROCESS","GOBP_GMP_METABOLIC_PROCESS","ADA,ADK,ADSL,AMPD1,APRT,ATIC,CARD11,CASK,DLG1,DLG2,GART,GDA,GMPR2,GMPS,GUK1,HPRT1,IMPDH1,IMPDH2,LRGUK,MAGI3,MPP1,NT5C2,PAICS,PFAS,PPAT,PRTFDC1,TJP2,XDH"
"GOBP_GOLGI_DISASSEMBLY","GOBP_GOLGI_DISASSEMBLY","CDK1,GBF1,GOLGA2,PLK3,STX5,VRK1"
"GOBP_GOLGI_LOCALIZATION","GOBP_GOLGI_LOCALIZATION","ARCN1,ARHGAP21,CDC42,COPG1,DAB1,HOOK3,NHERF1,PDCD10,RIPOR1,STK11,STK25,TBCCD1,UVRAG,YWHAZ"
"GOBP_GOLGI_LUMEN_ACIDIFICATION","GOBP_GOLGI_LUMEN_ACIDIFICATION","ATP6AP1,ATP6AP2,ATP6V0A2,ATP6V0B,ATP6V0C,ATP6V1A,ATP6V1D,ATP6V1F,ATP6V1H,RNASEK,SLC9A7,SLC9A8,UBE3A"
"GOBP_GOLGI_RIBBON_FORMATION","GOBP_GOLGI_RIBBON_FORMATION","FHDC1,GCC2,GOLGA2,GOLPH3,GORASP1,MYO18A,OPTN,PRMT5,TMED5,TRIP11,VAMP4"
"GOBP_GOLGI_TO_ENDOSOME_TRANSPORT","GOBP_GOLGI_TO_ENDOSOME_TRANSPORT","AP1AR,AP2A1,AP4M1,CORO7,DOP1A,DOP1B,EPS15,GBF1,KIF16B,KLHL20,MON2,RAB14,SORT1,SYS1,VPS13A,VPS13C,WIPI1"
"GOBP_GOLGI_TO_LYSOSOME_TRANSPORT","GOBP_GOLGI_TO_LYSOSOME_TRANSPORT","ANKFY1,AP1G1,AP4M1,ASB15,CCDC91,CLN3,EHD3,GAK,LAMP1,LAPTM5,RBSN,SORT1"
"GOBP_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT","GOBP_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT","ACSL3,AMN,ANK3,ARFRP1,ASAP1,ATP2C1,BBS1,BBS2,BLZF1,CLN3,CNST,CSK,GCC2,GGA1,GGA2,GGA3,GOLGA4,GOLGA7,GOLPH3,GOLPH3L,KIF13A,KRT18,LYPLA1,MACF1,NSF,OPTN,PHAF1,PKDCC,PREPL,RAB10,RAB11A,RAB11FIP3,RAB26,RAB31,RAB34,RACK1,RSC1A1,SPTBN1,SYS1,VAMP2,VAMP3,VAMP5"
"GOBP_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT","GOBP_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT","ACSL3,AMN,ANK3,ARFGEF2,ARFRP1,ARL3,ASAP1,ATP2C1,BBS1,BBS2,BLZF1,CCDC22,CCDC93,CLN3,CNST,COMMD1,CSK,EXOC1,EXOC2,EXOC4,EXOC5,EXOC6,EXOC6B,EXOC8,GCC2,GGA1,GGA2,GGA3,GOLGA4,GOLGA7,GOLPH3,GOLPH3L,GOPC,KIF13A,KRT18,LLGL1,LLGL2,LYPLA1,MACF1,NSF,OPTN,OSBPL5,PHAF1,PKDCC,PREPL,RAB10,RAB11A,RAB11FIP3,RAB13,RAB26,RAB31,RAB34,RABEP1,RACK1,RSC1A1,SEC16A,SPTBN1,STEAP2,STXBP5,STXBP5L,SYS1,VAMP2,VAMP3,VAMP5,VPS35L"
"GOBP_GOLGI_TO_VACUOLE_TRANSPORT","GOBP_GOLGI_TO_VACUOLE_TRANSPORT","ANKFY1,AP1G1,AP1G2,AP3D1,AP3S1,AP3S2,AP4M1,ASB15,CCDC91,CLN3,EHD3,GAK,LAMP1,LAPTM5,RBSN,SORT1,VPS52,VPS54,VTI1A,VTI1B"
"GOBP_GOLGI_VESICLE_BUDDING","GOBP_GOLGI_VESICLE_BUDDING","ARFGAP2,ARFGAP3,GBF1,GOLPH3,GOLPH3L,MYO18A,PRKCI,TMED10,TMED2,TMED9"
"GOBP_GONADAL_MESODERM_DEVELOPMENT","GOBP_GONADAL_MESODERM_DEVELOPMENT","AMH,TSPY1,TSPY10,TSPY2,TSPY3,TSPY4,TSPY8,TSPY9,ZFPM2"
"GOBP_GONADOTROPIN_SECRETION","GOBP_GONADOTROPIN_SECRETION","CGA,CRH,FOXD1,FOXL2,GJA1,GNRHR,INHA,INHBA,INHBB,KISS1,LEP,NIBAN2,NPVF,OPRK1,SMAD4,TACR2,TBX3,TMF1"
"GOBP_GPI_ANCHOR_METABOLIC_PROCESS","GOBP_GPI_ANCHOR_METABOLIC_PROCESS","CWH43,DPM1,DPM2,DPM3,GPAA1,GPLD1,MPPE1,PGAP1,PGAP2,PGAP3,PGAP4,PIGA,PIGB,PIGC,PIGF,PIGG,PIGH,PIGK,PIGL,PIGM,PIGN,PIGO,PIGP,PIGQ,PIGS,PIGT,PIGU,PIGV,PIGW,PIGX,PIGY,PIGZ,SLC30A5"
"GOBP_GRANULOCYTE_ACTIVATION","GOBP_GRANULOCYTE_ACTIVATION","ANXA1,ANXA3,BCR,CAMP,CCL3,CCL5,CCR2,CD177,CD300A,CTSG,CXCL6,CXCL8,CXCR2,DNASE1,DNASE1L3,ENPP3,F2RL1,FCER1A,FCER1G,FCGR2B,GRN,IL15,IL18,IL18RAP,ITGAM,ITGB2,KARS1,KMT2E,LILRA2,MIR125A,MYD88,PLA2G2A,PLPP6,PRAM1,PREX1,PRG3,PRKCD,PTAFR,SCNN1B,SPI1,STX4,STXBP2,STXBP3,SYK,TNF,TRAF3IP2,TYROBP,VAMP2,VAMP7,VAMP8"
"GOBP_GRANULOCYTE_DIFFERENTIATION","GOBP_GRANULOCYTE_DIFFERENTIATION","ADIPOQ,AP3B1,BAP1,C1QC,CBFA2T3,CEACAM1,CEBPA,CEBPE,CITED2,CLPB,CSF2,CSF3,CUL4A,DHRS7B,EVI2B,FASN,FOSL2,GATA1,GATA2,HAX1,HCLS1,IL25,IL5,INPP5D,JAGN1,L3MBTL3,LBR,LEF1,LYN,MIR486-1,NKAP,RARA,RUNX1,SP3,SRP54,STAT5A,TAL1,TESC,TRIB1,ZBTB46,ZFPM1"
"GOBP_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION","GOBP_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION","CARD9,CD80,CD84,GJA8,IL12B,IL17D,IL17F,IL18,IL1B,IL23A,IL23R,ISL1,LILRA2,PAEP,RASGRP1,RIGI,SYK,TLR9"
"GOBP_GRANZYME_MEDIATED_PROGRAMMED_CELL_DEATH_SIGNALING_PATHWAY","GOBP_GRANZYME_MEDIATED_PROGRAMMED_CELL_DEATH_SIGNALING_PATHWAY","BNIP3,GZMA,GZMB,LAMP1,NKG7,PRF1,SRGN,UBE4B"
"GOBP_GROOMING_BEHAVIOR","GOBP_GROOMING_BEHAVIOR","APRT,AVP,AVPR1A,CNTNAP4,CTNS,DDO,DLG4,DRD1,DRD2,HOXB8,HPRT1,MC4R,NMU,NMUR2,OXT,PPT1,QRFP,SLC1A1,SLITRK5"
"GOBP_GROWTH_HORMONE_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT","GOBP_GROWTH_HORMONE_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT","JAK1,JAK2,JAK3,LYN,PTPN1,STAT3,STAT5A,STAT5B,STAT6,TYK2"
"GOBP_GROWTH_HORMONE_SECRETION","GOBP_GROWTH_HORMONE_SECRETION","ADCYAP1,CDK16,CHD7,DRD2,GABBR1,GHRH,GHRHR,GHRL,GHSR,KISS1,PTPN11,RAB1A,SELENOT,SERP1"
"GOBP_GROWTH_PLATE_CARTILAGE_CHONDROCYTE_DIFFERENTIATION","GOBP_GROWTH_PLATE_CARTILAGE_CHONDROCYTE_DIFFERENTIATION","ATF2,COL27A1,IFT80,MATN1,NPPC,RARG,SOX9,TGFBR2,TSKU"
"GOBP_GROWTH_PLATE_CARTILAGE_DEVELOPMENT","GOBP_GROWTH_PLATE_CARTILAGE_DEVELOPMENT","ATF2,CER1,COL27A1,COMP,FOSL2,IFT80,MATN1,MMP13,NPPC,NPR2,RARA,RARB,RARG,SOX9,STC1,TGFBR2,THBS3,TSKU,ZMPSTE24"
"GOBP_GTP_BIOSYNTHETIC_PROCESS","GOBP_GTP_BIOSYNTHETIC_PROCESS","IMPDH1,IMPDH2,NME1,NME2,NME2P1,NME3,NME4,NME5,NME6,NME7,NME9"
"GOBP_GTP_METABOLIC_PROCESS","GOBP_GTP_METABOLIC_PROCESS","AK3,AK4,EFL1,ENTPD7,GIMAP7,GNAI3,GTPBP1,IMPDH1,IMPDH2,LRRK2,MFN1,NME1,NME2,NME2P1,NME3,NME4,NME5,NME6,NME7,NME9,OPA1,RAB23,RAN,RHOQ"
"GOBP_GUANINE_NUCLEOTIDE_TRANSPORT","GOBP_GUANINE_NUCLEOTIDE_TRANSPORT","ABCC4,ABCC5,LRRC8A,LRRC8B,LRRC8C,LRRC8D,LRRC8E,SHOC2,SLC17A9,SLC19A1,SLC46A2"
"GOBP_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY","GOBP_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY","AGRN,CDK5R1,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,GNA11,GNA15,GNAI2,GNAQ,GNB1,GRK2,HRH3,HRH4,ITPR1,OPRM1,PLCB1,PRKCB,RGS10,RGS8"
"GOBP_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY","GOBP_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY","DAGLA,FYN,GRIK3,GRM1,GRM2,GRM3,GRM4,GRM5,GRM6,GRM7,GRM8,HOMER1,HOMER2,HOMER3,TRPM1"
"GOBP_G_PROTEIN_COUPLED_OPIOID_RECEPTOR_SIGNALING_PATHWAY","GOBP_G_PROTEIN_COUPLED_OPIOID_RECEPTOR_SIGNALING_PATHWAY","ADCY8,ITGB3,NPBWR1,NPBWR2,OPRD1,OPRK1,OPRL1,OPRM1,PENK,PPP1R9B,SIGMAR1,SYP"
"GOBP_G_PROTEIN_COUPLED_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY","GOBP_G_PROTEIN_COUPLED_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY","GPR171,GPR34,GPR87,P2RY1,P2RY11,P2RY12,P2RY13,P2RY14,P2RY2,P2RY4,P2RY6,P2RY8,PTAFR"
"GOBP_G_PROTEIN_COUPLED_PURINERGIC_RECEPTOR_SIGNALING_PATHWAY","GOBP_G_PROTEIN_COUPLED_PURINERGIC_RECEPTOR_SIGNALING_PATHWAY","ACP3,ADA,ADCY5,ADORA1,ADORA2A,ADORA2B,ADORA3,GNAI2,NECAB2,P2RY1,P2RY12"
"GOBP_G_PROTEIN_COUPLED_RECEPTOR_INTERNALIZATION","GOBP_G_PROTEIN_COUPLED_RECEPTOR_INTERNALIZATION","ADM,APELA,APLN,ARR3,ARRB1,ARRB2,DRD2,DRD3,GTF2H2,HTR1B,HTR2B,NECAB2,SAG,UBQLN2"
"GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER","GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER","ADRB3,AGT,AGTR2,ANXA1,CALCRL,CCL2,CCR1,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,CNR1,CNR2,DRD1,DRD4,GALR3,HRH1,HRH2,HRH3,HRH4,HTR1A,HTR1B,HTR1D,HTR1E,HTR1F,HTR2A,HTR2B,HTR2C,HTR4,HTR5A,HTR6,HTR7,LHCGR,LPAR3,MC1R,MC2R,MC3R,MC5R,MTNR1A,MTNR1B,NPY,NPY1R,OPRD1,OPRM1,OR10J5,PTGIR,PTH1R,SSTR1,SSTR2,SSTR3,SSTR4,SSTR5,TSHR,VIPR1,XCR1"
"GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS","GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS","AKAP13,CDC42,CHGA,EDN1,EDNRA,GNAI2,PLN,RAMP3,RAP1GDS1"
"GOBP_G_PROTEIN_COUPLED_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY","GOBP_G_PROTEIN_COUPLED_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY","CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD4,GNAZ,HRH1,HRH2,HRH3,HRH4,HTR1A,HTR1B,HTR1D,HTR1E,HTR1F,HTR2A,HTR2B,HTR2C,HTR4,HTR5A,HTR6,HTR7"
"GOBP_G_QUADRUPLEX_DNA_UNWINDING","GOBP_G_QUADRUPLEX_DNA_UNWINDING","BLM,DDX11,DHX36,DHX9,DNA2,HNRNPA2B1,WRN"
"GOBP_HAIR_CELL_DIFFERENTIATION","GOBP_HAIR_CELL_DIFFERENTIATION","ANKRD24,ATOH1,BMP4,CDH23,CLRN1,CLRN2,CTNNB1,DLL1,DLX3,ERCC2,ERCC3,ESRP1,FGF2,FGF20,FGFR1,GRXCR1,GRXCR2,GSDME,HES1,HES5,HEY2,JAG1,JAG2,KCNQ1,LHFPL5,MCOLN3,MYCL,MYO6,MYO7A,NHERF1,NOTCH1,PAFAH1B1,PDZD7,PITX2,PLS1,POU4F3,RBPJ,SCRIB,SEC24B,SLC44A4,SLC4A7,SLITRK6,SOD1,SPINK5,STRC,TECTA,TMC1,TMEM132E,TPRN,TRIOBP,USH1C,USH2A,WDPCP,WHRN"
"GOBP_HAIR_CYCLE_PHASE","GOBP_HAIR_CYCLE_PHASE","CDH3,CTNNB1,FERMT1,GAL,MSX2,SPINK5,TGFB2,WNT10B,WNT5A"
"GOBP_HAIR_FOLLICLE_MATURATION","GOBP_HAIR_FOLLICLE_MATURATION","CDH3,CTNNB1,ERCC2,FERMT1,GAL,MSX2,NF1,NOM1,NSUN2,RBPJ,SPINK5,TGFB2,TRPC4AP,WNT10B,WNT5A"
"GOBP_HARD_PALATE_DEVELOPMENT","GOBP_HARD_PALATE_DEVELOPMENT","DLG1,FOXE1,FZD1,FZD2,ITGB6,ITGB8,MMP25,SOX11"
"GOBP_HEAD_MORPHOGENESIS","GOBP_HEAD_MORPHOGENESIS","ANKRD11,ARID5B,ASPH,ATP6AP2,BRAF,CLDN5,COL1A1,CRISPLD1,CRISPLD2,CSRNP1,DKK1,DLX5,EP300,FLVCR1,IHH,LEF1,MMP2,MSX1,MYH3,NIPBL,NOG,PAX9,PDGFRA,PLEKHA1,PRICKLE1,PTPN11,RAB3GAP1,RRAS,SCX,SGPL1,SKI,SSBP3,STRA6,TBX1,TGFB1,TGFB3,TIPARP,WNT3"
"GOBP_HEART_FIELD_SPECIFICATION","GOBP_HEART_FIELD_SPECIFICATION","AXIN2,BMP2,BMP4,DKK1,EXT1,FOXH1,GATA5,ISL1,LRP2,MEF2C,MESP1,RBPJ,ROBO1,ROBO2,SMARCD3,WNT11,WNT5A"
"GOBP_HEART_FORMATION","GOBP_HEART_FORMATION","AXIN2,BMP2,BMP4,BMPR1A,CTNNB1,DKK1,EMP2,EXT1,EYA1,FOLR1,FOXH1,GATA5,GNG5,HAND2,HES1,ISL1,LEMD2,LRP2,MEF2C,MESP1,MIR20A,MKS1,NOTCH1,PIM1,RBM20,RBPJ,ROBO1,ROBO2,SIX1,SMARCD3,SOX17,TBX5,WNT11,WNT5A"
"GOBP_HEART_GROWTH","GOBP_HEART_GROWTH","ABL1,ACACB,ADPRHL1,ADRA1A,AKAP6,ARID2,BASP1,BMP10,BMPR1A,CAV3,CDK1,CITED2,COL14A1,CTDP1,DIPK2A,DUSP6,EDN1,ERBB4,FES,FGF2,FGF20,FGF9,FGFR1,FGFR2,FOXC1,FOXC2,FOXP1,G6PD,GATA4,GATA6,GLI1,GSK3A,HEG1,HEY2,IGF1,JARID2,KCNK2,MAP2K4,MAPK11,MAPK14,MEF2C,MEIS1,MESP1,MIR1-1,MIR17HG,MIR195,MIR199A1,MIR199B,MIR19A,MIR19B1,MIR200B,MIR204,MIR208A,MIR222,MIR23A,MIR24-1,MIR25,MIR509-1,MIR548C,MIR590,MIR873,MYH6,NDRG4,NKX2-5,NOG,NOTCH1,PARP2,PDLIM5,PI16,PIM1,PPARA,PRKAR1A,PRKG1,PROX1,RBP4,RBPJ,RGS2,RGS4,RUNX1,S1PR1,SAV1,SKI,SMAD1,SORBS2,TBX2,TBX20,TBX5,TENM4,TGFB2,TGFBR1,TGFBR3,TOMM70,TP73,VGLL4,WNT2,WT1,YAP1,YY1,ZFPM2"
"GOBP_HEART_TRABECULA_FORMATION","GOBP_HEART_TRABECULA_FORMATION","ADAMTS1,ADGRG6,BMP10,CAV3,EGLN1,FHL2,FKBP1A,HEY1,HEY2,NKX2-5,OVOL2,RBP4,SRF,TEK,TGFBR3"
"GOBP_HEART_TRABECULA_MORPHOGENESIS","GOBP_HEART_TRABECULA_MORPHOGENESIS","ADAMTS1,ADGRG6,BMP10,BMP5,BMP7,BMPR1A,CAV3,CHD7,DLL4,EGLN1,ENG,FHL2,FKBP1A,FOXH1,HEG1,HEY1,HEY2,MED1,NKX2-5,NOG,NOTCH1,NRG1,OVOL2,RBP4,RBPJ,S1PR1,SOS1,SRF,TEK,TGFB2,TGFBR1,TGFBR3"
